project_id,object_id,product_id,in_time,out_time
3,26,16,111,126
3,0,20,126,127
3,3,3020,126,127
3,19,4011,107,127
3,1,1018,127,128
3,2,2018,127,128
3,4,4018,127,128
3,5,5018,127,128
3,6,6018,127,128
3,14,16,126,128
3,28,15,123,128
3,7,20,127,129
3,11,3020,127,129
3,18,4013,116,129
3,19,4012,113,129
3,9,1018,128,130
3,10,2018,128,130
3,13,4018,128,130
3,15,16,128,130
3,20,15,128,130
3,29,13,117,130
3,32,12,119,130
3,8,20,129,131
3,12,3020,129,131
3,18,4014,121,131
3,16,16,130,132
3,21,5011,117,132
3,25,13,130,132
3,1,1019,132,133
3,2,2019,132,133
3,4,4019,132,133
3,27,4015,110,134
3,9,1019,133,135
3,10,2019,133,135
3,13,4019,133,135
3,26,17,116,136
3,0,21,136,137
3,3,3021,136,137
3,29,16,132,137
3,30,5013,100,137
3,32,13,132,137
3,1,1020,137,138
3,2,2020,137,138
3,4,4020,137,138
3,14,17,136,138
3,7,21,137,139
3,11,3021,137,139
3,21,5012,124,139
3,22,5017,123,139
3,23,6017,123,139
3,24,16,137,139
3,27,4016,115,139
3,5,5019,132,140
3,6,6019,132,140
3,9,1020,138,140
3,10,2020,138,140
3,13,4020,138,140
3,15,17,138,140
3,8,21,139,141
3,12,3021,139,141
3,26,18,121,141
3,0,22,141,142
3,3,3022,141,142
3,16,17,140,142
3,17,18,141,143
3,1,1021,142,144
3,2,2021,142,144
3,7,22,142,144
3,11,3022,142,144
3,30,5014,109,144
3,31,16,139,144
3,4,4021,142,146
3,8,22,144,146
3,9,1021,144,146
3,10,2021,144,146
3,12,3022,144,146
3,22,5018,128,146
3,23,6018,128,146
3,26,19,126,146
3,0,23,146,147
3,3,3023,146,147
3,5,5020,137,147
3,6,6020,137,148
3,17,19,146,148
3,28,18,143,148
3,7,23,147,149
3,11,3023,147,149
3,19,4013,129,150
3,20,18,148,150
3,8,23,149,151
3,12,3023,149,151
3,26,20,131,151
3,0,24,151,152
3,3,3024,151,152
3,18,4015,134,152
3,1,1022,152,153
3,2,2022,152,153
3,4,4022,152,153
3,14,20,151,153
3,28,19,148,153
3,7,24,152,154
3,11,3024,152,154
3,9,1022,153,155
3,10,2022,153,155
3,15,20,153,155
3,19,4014,131,155
3,20,19,153,155
3,29,17,142,155
3,8,24,154,156
3,12,3024,154,156
3,26,21,141,156
3,0,25,156,157
3,3,3025,156,157
3,16,20,155,157
3,18,4016,139,157
3,21,5013,137,157
3,24,17,155,157
3,27,4017,125,157
3,1,1023,157,158
3,2,2023,157,158
3,14,21,156,158
3,7,25,157,159
3,11,3025,157,159
3,13,4021,146,159
3,4,4023,157,160
3,9,1023,158,160
3,10,2023,158,160
3,15,21,158,160
3,8,25,159,161
3,12,3025,159,161
3,16,21,160,162
3,27,4018,130,162
3,29,20,157,162
3,30,5015,119,162
3,31,17,157,162
3,1,1024,162,163
3,2,2024,162,163
3,13,4022,153,164
3,21,5014,144,164
3,22,5019,140,164
3,23,6019,140,164
3,25,20,162,164
3,4,4024,162,165
3,5,5021,142,165
3,6,6021,142,165
3,9,1024,163,165
3,10,2024,163,165
3,0,26,166,167
3,3,3026,166,167
3,1,1025,167,168
3,2,2025,167,168
3,7,26,167,169
3,11,3026,167,169
3,30,5016,126,169
3,32,20,164,169
3,9,1025,168,170
3,10,2025,168,170
3,26,22,146,170
3,8,26,169,171
3,12,3026,169,171
3,22,5020,147,171
3,23,6020,148,171
3,0,27,171,172
3,3,3027,171,172
3,5,5022,152,172
3,17,22,170,172
3,1,1026,172,173
3,2,2026,172,173
3,7,27,172,174
3,11,3027,172,174
3,9,1026,173,175
3,10,2026,173,175
3,26,23,151,175
3,6,6022,152,176
3,8,27,174,176
3,12,3027,174,176
3,0,28,176,177
3,3,3028,176,177
3,17,23,175,177
3,28,22,172,177
3,7,28,177,179
3,11,3028,177,179
3,19,4015,152,179
3,20,22,177,179
3,26,24,156,180
3,8,28,179,181
3,12,3028,179,181
3,18,4017,157,181
3,0,29,181,182
3,3,3029,181,182
3,14,24,180,182
3,28,23,177,182
3,1,1027,182,183
3,2,2027,182,183
3,7,29,182,184
3,11,3029,182,184
3,15,24,182,184
3,19,4016,157,184
3,20,23,182,184
3,29,21,162,184
3,9,1027,183,185
3,10,2027,183,185
3,26,25,161,185
3,8,29,184,186
3,12,3029,184,186
3,16,24,184,186
3,18,4018,162,186
3,21,5015,162,186
3,25,21,184,186
3,27,4019,135,186
3,0,30,186,187
3,3,3030,186,187
3,14,25,185,187
3,1,1028,187,188
3,2,2028,187,188
3,13,4023,160,188
3,4,4025,167,189
3,7,30,187,189
3,11,3030,187,189
3,15,25,187,189
3,9,1028,188,190
3,10,2028,188,190
3,26,26,171,190
3,8,30,189,191
3,12,3030,189,191
3,16,25,189,191
3,27,4020,140,191
3,29,24,186,191
3,30,5017,139,191
3,32,21,186,191
3,17,26,190,192
3,1,1029,192,193
3,2,2029,192,193
3,13,4024,165,193
3,21,5016,169,193
3,22,5021,165,193
3,23,6021,165,193
3,24,24,191,193
3,4,4026,172,194
3,5,5023,157,194
3,6,6023,157,194
3,9,1029,193,195
3,10,2029,193,195
3,26,27,176,195
3,0,31,196,197
3,3,3031,196,197
3,17,27,195,197
3,28,26,192,197
3,1,1030,197,198
3,2,2030,197,198
3,30,5018,146,198
3,31,24,193,198
3,7,31,197,199
3,11,3031,197,199
3,19,4017,181,199
3,20,26,197,199
3,9,1030,198,200
3,10,2030,198,200
3,23,6022,176,200
3,26,28,181,200
3,6,6024,170,201
3,8,31,199,201
3,12,3031,199,201
3,18,4019,186,201
3,0,32,201,202
3,3,3032,201,202
3,14,28,200,202
3,22,5022,172,202
3,28,27,197,202
3,1,1031,202,203
3,2,2031,202,203
3,7,32,202,204
3,11,3032,202,204
3,15,28,202,204
3,19,4018,186,204
3,20,27,202,204
3,29,25,191,204
3,5,5024,170,205
3,9,1031,203,205
3,10,2031,203,205
3,26,29,186,205
3,8,32,204,206
3,12,3032,204,206
3,16,28,204,206
3,18,4020,191,206
3,21,5017,191,206
3,24,25,204,206
3,27,4021,159,206
3,0,33,206,207
3,3,3033,206,207
3,14,29,205,207
3,13,4025,189,208
3,4,4027,182,209
3,7,33,207,209
3,11,3033,207,209
3,15,29,207,209
3,26,30,191,210
3,8,33,209,211
3,12,3033,209,211
3,16,29,209,211
3,27,4022,164,211
3,29,28,206,211
3,30,5019,164,211
3,0,34,211,212
3,3,3034,211,212
3,17,30,210,212
3,1,1032,212,213
3,2,2032,212,213
3,13,4026,194,213
3,21,5018,198,213
3,22,5023,194,213
3,23,6023,194,213
3,25,28,211,213
3,4,4028,194,214
3,5,5025,177,214
3,6,6025,181,214
3,7,34,212,214
3,11,3034,212,214
3,9,1032,213,215
3,10,2032,213,215
3,8,34,214,216
3,12,3034,214,216
3,0,35,216,217
3,3,3035,216,217
3,28,30,212,217
3,1,1033,217,218
3,2,2033,217,218
3,30,5020,171,218
3,7,35,217,219
3,11,3035,217,219
3,19,4019,201,219
3,20,30,217,219
3,9,1033,218,220
3,10,2033,218,220
3,22,5024,205,220
3,23,6024,201,220
3,31,25,206,220
3,32,28,213,220
3,5,5026,199,221
3,6,6026,199,221
3,18,4021,206,221
3,1,1034,222,223
3,2,2034,222,223
3,26,31,201,223
3,29,29,211,224
3,8,35,219,225
3,9,1034,223,225
3,10,2034,223,225
3,12,3035,219,225
3,17,31,223,225
3,21,5019,211,226
3,25,29,224,226
3,27,4023,188,226
3,0,36,226,227
3,3,3036,226,227
3,1,1035,227,228
3,2,2035,227,228
3,13,4027,209,228
3,26,32,206,228
3,4,4029,199,229
3,7,36,227,229
3,11,3036,227,229
3,9,1035,228,230
3,10,2035,228,230
3,14,32,228,230
3,28,31,225,230
3,8,36,229,231
3,12,3036,229,231
3,30,5021,193,231
3,32,29,226,231
3,0,37,231,232
3,3,3037,231,232
3,15,32,230,232
3,19,4020,206,232
3,20,31,230,232
3,1,1036,232,233
3,2,2036,232,233
3,22,5025,214,233
3,26,33,211,233
3,5,5027,210,234
3,7,37,232,234
3,11,3037,232,234
3,16,32,232,234
3,18,4022,211,234
3,9,1036,233,235
3,10,2036,233,235
3,14,33,233,235
3,8,37,234,236
3,12,3037,234,236
3,0,38,236,237
3,3,3038,236,237
3,15,33,235,237
3,23,6025,214,237
3,26,34,216,238
3,7,38,237,239
3,11,3038,237,239
3,16,33,237,239
3,27,4024,193,239
3,29,32,234,239
3,6,6027,206,240
3,17,34,238,240
3,8,38,239,241
3,12,3038,239,241
3,13,4028,214,241
3,21,5020,218,241
3,24,32,239,241
3,0,39,241,242
3,3,3039,241,242
3,4,4030,214,242
3,1,1037,242,243
3,2,2037,242,243
3,26,35,225,243
3,7,39,242,244
3,11,3039,242,244
3,9,1037,243,245
3,10,2037,243,245
3,17,35,243,245
3,28,34,240,245
3,8,39,244,246
3,12,3039,244,246
3,30,5022,202,246
3,0,40,246,247
3,19,4021,221,247
3,20,34,245,247
3,1,1038,247,248
3,2,2038,247,248
3,3,3040,246,248
3,22,5026,221,248
3,23,6026,221,248
3,26,36,231,248
3,5,5028,219,249
3,6,6028,219,249
3,7,40,247,249
3,18,4023,226,249
3,9,1038,248,250
3,10,2038,248,250
3,11,3040,248,250
3,14,36,248,250
3,31,32,241,250
3,8,40,249,251
3,12,3040,250,252
3,15,36,250,252
3,29,33,239,252
3,1,1039,252,253
3,2,2039,252,253
3,26,37,236,253
3,16,36,252,254
3,21,5021,231,254
3,24,33,252,254
3,27,4025,208,254
3,9,1039,253,255
3,10,2039,253,255
3,14,37,253,255
3,13,4029,229,256
3,28,35,245,256
3,0,41,256,257
3,3,3041,256,257
3,4,4031,219,257
3,15,37,255,257
3,1,1040,257,258
3,2,2040,257,258
3,19,4022,234,258
3,20,35,256,258
3,26,38,241,258
3,7,41,257,259
3,11,3041,257,259
3,16,37,257,259
3,30,5023,213,259
3,31,33,254,259
3,9,1040,258,260
3,10,2040,258,260
3,17,38,258,260
3,18,4024,239,260
3,8,41,259,261
3,12,3041,259,261
3,22,5027,234,261
3,0,42,261,262
3,3,3042,261,262
3,5,5029,226,262
3,23,6027,240,262
3,6,6029,226,263
3,26,39,246,263
3,1,1041,262,264
3,2,2041,262,264
3,7,42,262,264
3,11,3042,262,264
3,17,39,263,265
3,27,4026,213,265
3,28,38,260,265
3,8,42,264,266
3,9,1041,264,266
3,10,2041,264,266
3,12,3042,264,266
3,0,43,266,267
3,3,3043,266,267
3,13,4030,242,267
3,19,4023,249,267
3,20,38,265,267
3,4,4032,234,268
3,7,43,267,269
3,11,3043,267,269
3,18,4025,254,269
3,28,39,265,270
3,29,36,254,270
3,8,43,269,271
3,12,3043,269,271
3,0,44,271,272
3,3,3044,271,272
3,19,4024,260,272
3,20,39,270,272
3,21,5022,246,272
3,25,36,270,272
3,1,1042,272,273
3,2,2042,272,273
3,7,44,272,274
3,11,3044,272,274
3,18,4026,265,274
3,27,4027,228,274
3,9,1042,273,275
3,10,2042,273,275
3,29,37,259,275
3,13,4031,257,276
3,4,4033,247,277
3,21,5023,259,277
3,25,37,275,277
3,26,40,251,277
3,30,5024,220,277
3,0,45,276,278
3,1,1043,277,278
3,2,2043,277,278
3,3,3045,276,278
3,8,44,274,279
3,12,3044,274,279
3,14,40,277,279
3,22,5028,249,279
3,23,6028,249,279
3,27,4028,241,279
3,5,5030,239,280
3,6,6030,245,280
3,7,45,278,280
3,9,1043,278,280
3,10,2043,278,280
3,11,3045,278,280
3,32,36,272,280
3,13,4032,268,281
3,15,40,279,281
3,4,4034,262,282
3,26,41,261,282
3,30,5025,233,282
3,1,1044,282,283
3,2,2044,282,283
3,16,40,281,283
3,8,45,280,284
3,12,3045,280,284
3,14,41,282,284
3,22,5029,262,284
3,23,6029,263,284
3,5,5031,254,285
3,6,6031,254,285
3,9,1044,283,285
3,10,2044,283,285
3,32,37,277,285
3,15,41,284,286
3,0,46,286,287
3,3,3046,286,287
3,26,42,266,287
3,1,1045,287,288
3,2,2045,287,288
3,16,41,286,288
3,29,40,283,288
3,7,46,287,289
3,11,3046,287,289
3,17,42,287,289
3,9,1045,288,290
3,10,2045,288,290
3,21,5024,277,290
3,24,40,288,290
3,8,46,289,291
3,12,3046,289,291
3,0,47,291,292
3,3,3047,291,292
3,26,43,271,292
3,1,1046,292,293
3,2,2046,292,293
3,7,47,292,294
3,11,3047,292,294
3,17,43,292,294
3,28,42,289,294
3,9,1046,293,295
3,10,2046,293,295
3,30,5026,248,295
3,31,40,290,295
3,8,47,294,296
3,12,3047,294,296
3,19,4025,269,296
3,20,42,294,296
3,0,48,296,297
3,3,3048,296,297
3,22,5030,280,297
3,23,6030,280,297
3,26,44,279,297
3,5,5032,267,298
3,6,6032,268,298
3,18,4027,274,298
3,7,48,297,299
3,11,3048,297,299
3,14,44,297,299
3,28,43,294,299
3,8,48,299,301
3,12,3048,299,301
3,15,44,299,301
3,19,4026,274,301
3,20,43,299,301
3,0,49,301,302
3,3,3049,301,302
3,26,45,284,302
3,1,1047,302,303
3,2,2047,302,303
3,16,44,301,303
3,18,4028,279,303
3,7,49,302,304
3,11,3049,302,304
3,14,45,302,304
3,27,4029,256,304
3,9,1047,303,305
3,10,2047,303,305
3,29,41,288,305
3,8,49,304,306
3,12,3049,304,306
3,13,4033,277,306
3,15,45,304,306
3,0,50,306,307
3,3,3050,306,307
3,4,4035,273,307
3,21,5025,282,307
3,24,41,305,307
3,26,46,291,307
3,1,1048,307,308
3,2,2048,307,308
3,16,45,306,308
3,7,50,307,309
3,11,3050,307,309
3,17,46,307,309
3,27,4030,267,309
3,9,1048,308,310
3,10,2048,308,310
3,29,44,303,310
3,8,50,309,311
3,12,3050,309,311
3,21,5026,295,311
3,13,4034,282,312
3,25,44,310,312
3,26,47,296,312
3,30,5027,261,312
3,31,41,307,312
3,1,1049,312,313
3,2,2049,312,313
3,4,4036,282,313
3,17,47,312,314
3,22,5031,285,314
3,23,6031,285,314
3,28,46,309,314
3,5,5033,285,315
3,9,1049,313,315
3,10,2049,313,315
3,6,6033,285,316
3,19,4027,298,316
3,20,46,314,316
3,0,51,316,317
3,3,3051,316,317
3,26,48,301,317
3,30,5028,279,317
3,32,44,312,317
3,1,1050,317,318
3,2,2050,317,318
3,18,4029,304,318
3,7,51,317,319
3,11,3051,317,319
3,14,48,317,319
3,22,5032,298,319
3,23,6032,298,319
3,28,47,314,319
3,6,6034,290,320
3,9,1050,318,320
3,10,2050,318,320
3,5,5034,290,321
3,8,51,319,321
3,12,3051,319,321
3,15,48,319,321
3,19,4028,303,321
3,20,47,319,321
3,29,45,308,321
3,0,52,321,322
3,3,3052,321,322
3,26,49,306,322
3,1,1051,322,323
3,2,2051,322,323
3,16,48,321,323
3,18,4030,309,323
3,21,5027,312,323
3,25,45,321,323
3,27,4031,276,323
3,7,52,322,324
3,11,3052,322,324
3,14,49,322,324
3,9,1051,323,325
3,10,2051,323,325
3,13,4035,307,325
3,4,4037,287,326
3,8,52,324,326
3,12,3052,324,326
3,15,49,324,326
3,0,53,326,327
3,3,3053,326,327
3,26,50,311,327
3,16,49,326,328
3,27,4032,281,328
3,29,48,323,328
3,30,5029,284,328
3,32,45,323,328
3,7,53,327,329
3,11,3053,327,329
3,13,4036,313,329
3,17,50,327,329
3,4,4038,312,330
3,21,5028,317,330
3,22,5033,315,330
3,23,6033,316,330
3,24,48,328,330
3,5,5035,303,331
3,6,6035,303,331
3,8,53,329,331
3,12,3053,329,331
3,0,54,331,332
3,3,3054,331,332
3,1,1052,332,333
3,2,2052,332,333
3,7,54,332,334
3,11,3054,332,334
3,28,50,329,334
3,9,1052,333,335
3,10,2052,333,335
3,30,5030,297,335
3,8,54,334,336
3,12,3054,334,336
3,19,4029,318,336
3,20,50,334,336
3,0,55,336,337
3,3,3055,336,337
3,22,5034,321,337
3,23,6034,320,337
3,26,51,321,337
3,1,1053,337,338
3,2,2053,337,338
3,5,5036,320,338
3,6,6036,321,338
3,18,4031,323,338
3,19,4030,323,338
3,7,55,337,339
3,11,3055,337,339
3,17,51,337,339
3,9,1053,338,340
3,10,2053,338,340
3,18,4032,328,340
3,19,4031,338,340
3,31,48,330,340
3,8,55,339,341
3,12,3055,339,341
3,26,52,326,342
3,1,1054,342,343
3,2,2054,342,343
3,27,4033,306,343
3,14,52,342,344
3,28,51,339,344
3,9,1054,343,345
3,10,2054,343,345
3,13,4037,326,345
3,18,4033,343,345
3,4,4039,318,346
3,15,52,344,346
3,19,4032,340,346
3,20,51,344,346
3,0,56,346,347
3,3,3056,346,347
3,26,53,331,347
3,1,1055,347,348
3,2,2055,347,348
3,16,52,346,348
3,27,4034,312,348
3,7,56,347,349
3,11,3056,347,349
3,14,53,347,349
3,9,1055,348,350
3,10,2055,348,350
3,13,4038,330,350
3,18,4034,348,350
3,29,49,328,350
3,4,4040,331,351
3,8,56,349,351
3,12,3056,349,351
3,15,53,349,351
3,0,57,351,352
3,3,3057,351,352
3,21,5029,328,352
3,24,49,350,352
3,26,54,336,352
3,1,1056,352,353
3,2,2056,352,353
3,16,53,351,353
3,27,4035,325,353
3,7,57,352,354
3,11,3057,352,354
3,17,54,352,354
3,9,1056,353,355
3,10,2056,353,355
3,13,4039,346,355
3,29,52,348,355
3,4,4041,341,356
3,8,57,354,356
3,12,3057,354,356
3,0,58,356,357
3,3,3058,356,357
3,21,5030,335,357
3,25,52,355,357
3,26,55,341,357
3,30,5031,314,357
3,31,49,352,357
3,27,4036,329,358
3,7,58,357,359
3,11,3058,357,359
3,17,55,357,359
3,22,5035,331,359
3,23,6035,331,359
3,28,54,354,359
3,5,5037,326,360
3,6,6037,331,360
3,13,4040,351,360
3,4,4042,351,361
3,8,58,359,361
3,12,3058,359,361
3,19,4033,345,361
3,20,54,359,361
3,0,59,361,362
3,3,3059,361,362
3,26,56,351,362
3,30,5032,319,362
3,1,1057,362,363
3,2,2057,362,363
3,18,4035,353,363
3,7,59,362,364
3,11,3059,362,364
3,14,56,362,364
3,22,5036,338,364
3,23,6036,338,364
3,28,55,359,364
3,5,5038,336,365
3,6,6038,336,365
3,9,1057,363,365
3,10,2057,363,365
3,19,4034,350,365
3,8,59,364,366
3,12,3059,364,366
3,15,56,364,366
3,20,55,364,366
3,29,53,353,366
3,0,60,366,367
3,3,3060,366,367
3,18,4036,358,367
3,1,1058,367,368
3,2,2058,367,368
3,16,56,366,368
3,21,5031,357,368
3,25,53,366,368
3,27,4037,345,368
3,7,60,367,369
3,11,3060,367,369
3,9,1058,368,370
3,10,2058,368,370
3,13,4041,356,370
3,32,52,357,370
3,4,4043,356,371
3,8,60,369,371
3,12,3060,369,371
3,1,1059,372,373
3,2,2059,372,373
3,27,4038,350,373
3,29,56,368,373
3,30,5033,330,373
3,9,1059,373,375
3,10,2059,373,375
3,13,4042,361,375
3,21,5032,362,375
3,22,5037,360,375
3,23,6037,360,375
3,24,56,373,375
3,32,53,368,375
3,4,4044,361,376
3,5,5039,343,376
